english,german
"""You must continue to be tenacious and make sure that local public transport becomes even better,"" he explained in the address given to the local politicians in attendance.","""Bleiben Sie weiterhin hartnäckig und sorgen Sie dafür, dass der öffentliche Nahverkehr besser wird"", erklärte er an die Adresse der anwesenden Kommunalpolitiker."
Music makes for an entertaining afternoon,Mit Musik einen unterhaltsamen Nachmittag erlebt
"It was 15 years ago that the Kaul family first invited the Dietingen senior citizens for coffee and cake, followed by a snack.","Bereits seit 15 Jahren lädt die Familie Kaul die Dietinger Senioren zu Kaffee, Kuchen und danach zu einem Vesper ein."
"Previously, the elderly citizens were hosted in the service station canteen.",Früher wurden die älteren Mitbürger in der Raststätte bewirtet.
The coffee afternoon is now held in the St. Josef nursing home.,Mittlerweile findet dieser Nachmittag im Pflegeheim St. Josef statt.
The residents of the home were delighted with the delicious cakes and tarts.,Die Heimbewohner freuten sich auf die leckeren Kuchen und Torten.
"Later on, a sausage salad was provided.",Später gab es Wurstsalat.
Silvia Kimmich-Bantle and her father Karl Kimmich entertained those in attendance with popular tunes.,Mit gängigen Melodien unterhielten Silvia Kimmich-Bantle und ihr Vater Karl Kimmich.
"The more than 100-year-old natural stone wall, serving as the foremost boundary between the old school yard - which is due to be renovated - and Kirchstrasse, will once again feature on the renovation cost plan for the town of Bräunlingen.",Die über 100 Jahre alte Natursteinmauer als vordere Abgrenzung des vor der Sanierung stehenden alten Schulhofes zur Kirchstraße soll erneut mit auf den Sanierungskostenplan der Stadt Bräunlingen gesetzt werden.
"In the days before the Kilbig Autumn Folk Festival, when the first renovation work was being carried out at the front of the school yard, a small corner wall with balustrades was installed to stabilise and relieve the static load on the old natural stone wall, which is more than one hundred years old.","In den Tagen vor der Kilbig wurde bei den ersten Arbeiten der Sanierung des vorderen Schulhofes eine kleine Winkelmauer, zur Stabilisierung und statischen Entlastung der über einhundert Jahre alten Natursteinwand mit Balustrade eingebaut."
"According to Alexander Misok of the Bräunlingen Municipal Planning and Building Control Authority, the ongoing procedure plans to involve the Regional Memorial Authority in the planning stage and to draw up a renovation concept for the old wall.","Das weitere Vorgehen sieht vor, so Alexander Misok vom Bräunlinger Stadtbauamt, das Landesdenkmalamt in die Planungen mit einzubeziehen und ein Sanierungskonzept für die alte Mauer zu erstellen."
"A cost calculation is to be performed by a team of professionals, which will then be submitted to the Town Council, which will make a decision and determine the ongoing procedure.","Danach soll eine Kostenberechnung durch Fachleute vorgenommen werden, die dann dem Gemeinderat zur Entscheidung und Festlegung des weiteren Vorgehens auf den Tisch gelegt werden soll."
A decision is expected to be made in the coming year.,Eine Entscheidung darüber wird voraussichtlich bereits im kommenden Jahr fallen.
"Following the renovation, plastering and planting of trees in the old internal school yard, within the two wings of the 1912 school, as a subsequent measure the boundary wall, which is in need of refurbishment, must be renovated from the ground up within the foreseeable future.","Nach der Sanierung, Pflasterung und Baumbepflanzung des alten Schulinnenhofes innerhalb der beiden Seitenflügel der 1912 erbauten Schule muss in absehbarer Zeit als Folgemaßnahme, die sanierungsbedürftige Begrenzungsmauer von Grund auf saniert und auf neuen Unterbau gestellt werden."
"The historic, one hundred-year-old boundary wall between the old school-yard and Kirchstrasse is in need of renovation, primarily as a result of water and frost damage, on account of the lack of drainage, and is leaning forwards.","Die historische, einhundert Jahre alte Abgrenzungsmauer des alten Schulhofes zur Kirchstraße, ist vor allem durch Wasser- und Frostschäden, da keine Drainage vorhanden ist, sanierungsbedürftig und hat eine Bogenneigung nach vorne."
"Deep cracks in a number of individual stones testify to the weather damage, however, at present the wall is not in danger of collapse.","Tiefe Risse in einzelnen Steinen zeugen von Witterungsschäden, jedoch ist die Mauer derzeit nicht einsturzgefährdet."
"A secure wall is essential for a school yard that is used by pupils, and this is the purpose of the current fortification work.","Eine standsichere Mauer ist Voraussetzung für einen von Schülern benutzen Schulhof, was durch die aktuellen Befestigungsarbeiten erfolgt ist."
"The school yard renovation was originally planned back in 2008/2009, however, high unplanned expenses meant that the work had to be pushed back.","Ursprünglich war die Schulhofsanierung sogar schon in den Jahren 2008/2009 geplant, doch hohe unplanmäßige Ausgaben brachten eine Verschiebung."
"The Regional Memorial Authority will have a major say in the historic school wall renovation, which has even been used for filming.","Ein wichtiges Wort bei der historischen Schulmauersanierung, die sogar schon für Filmaufnahmen benutzt wurde, wird das Landesdenkmalamt mitsprechen."
"If this authority were to impose requirements, then the town of Bräunlingen would hope to receive subsidies from the monument preservationists.","Sollten Vorgaben von dieser Seite kommen, dann hofft die Stadt Bräunlingen auf Zuschüsse von den Denkmalschützern."
"The pupils of the Bräunlingen Primary School, who are now being taught in a well renovated old school building, with a new hall, will soon be able to use the old school yard as well.","Die Schüler der Bräunlinger Grundschule, die inzwischen wieder in einem gut sanierten alten Schulgebäude mit neuer Aula unterrichtet werden, können bald den alten Schulhof benutzen."
Özdemir wants jazz training in Stuttgart,Özdemir will Jazzausbildung in Stuttgart erhalten
"Cem Özdemir, Federal Chairman of the Green Party, has now engaged in the ongoing discussions regarding the future of the Baden-Wuerttemberg Music Academy.","In die anhaltenden Diskussionen um die Zukunft der Musikhochschulen in Baden-Württemberg hat sich nun auch Cem Özdemir, Bundesvorsitzender der Grünen, eingeschaltet."
"""I do not think it is right to abandon comprehensive training in the Stuttgart Music College,"" said Özdemir, speaking to the ""Stuttgarter Nachrichten"".","""Ich halte es für falsch, die ganzheitliche Ausbildung in der Musikhochschule Stuttgart aufzugeben"", sagte Özdemir den ""Stuttgarter Nachrichten""."
Jazz and classical music belong together at the jazz location of Stuttgart.,Jazz und Klassik gehören gerade am Jazzstandort Stuttgart zusammen.
"As such, Özdemir, who is the favourite in Stuttgart for a direct mandate in the parliamentary elections on 22 September, is in disagreement with the Green-Red State Government.","Damit widerspricht Özdemir, der in Stuttgart als Favorit für ein Direktmandat bei der Bundestagswahl am 22. September gilt, der Grün-Roten Landesregierung."
"On the basis of an expert study, this government is urging the reorganisation of the five music colleges in Baden-Wuerttemberg.",Diese forciert auf der Basis einer Expertenstudie eine Neuordnung der fünf Musikhochschulen in Baden-Württemberg.
"In accordance with these plans, the jazz and pop courses, among others, are to be relocated from the Stuttgart Music College to the Mannheim Music College.",Danach soll unter anderem der Studiengang Jazz und Pop von der Musikhochschule Stuttgart an die Musikhochschule Mannheim verlagert werden.
"US borders: ""Super tunnel"" for drug smuggling discovered","US-Grenze: ""Super-Tunnel"" zum Drogenschmuggel entdeckt"
"On the border between Mexico and the USA, investigators have discovered and shut down a ""super tunnel"" intended for drug smuggling.","An der Grenze zwischen Mexiko und den USA haben Ermittler einen ""Super-Tunnel"" zum Drogenschmuggel entdeckt und stillgelegt."
"As announced by the US Customs Authorities, the pipe between Tijuana and San Diego, measuring more than 500 metres in length, was equipped with electricity, a railway track and a ventilation system.","Wie die US-Zollbehörden mitteilten, war die mehr als 500 Meter lange Röhre zwischen Tijuana und San Diego mit Elektrizität, Bahngleisen und einer Belüftungsanlage ausgestattet."
"Three suspects were detained in relation to the discovery, with eight tonnes of marijuana and almost 150 kilograms of cocaine seized.","Drei Verdächtige wurden demnach festgenommen, acht Tonnen Marihuana sowie fast 150 Kilogramm Kokain beschlagnahmt."
"According to the details provided, the tunnel had not yet been put into use.",Der Tunnel war den Angaben zufolge noch nicht in Gebrauch genommen worden.
"""These cartels are stupid if they think that they can dig through under the radar,"" said the US Attorney for the District of Southern California, Laura Diffy, at a press conference held in front of a warehouse in San Diego, where the end of the tunnel was discovered.","""Diese Kartelle sind dumm, wenn sie meinen, sie könnten sich unter dem Radar hinweg durchgraben"", sagte die Generalstaatsanwältin des US-Distrikts Southern California, Laura Duffy, bei einer Pressekonferenz vor einem Lagerhaus in San Diego, wo das eine Ende des Tunnels entdeckt worden war."
"Referring to the drug gangs, Duffy assured: ""If you continue to build and attempt to use these tunnels, we are determined to make this a big waste of your dirty money"".","An die Drogenbanden gewandt versicherte Duffy: ""Wenn Ihr weiter solche Tunnel baut und versucht, sie zu nutzen, sind wir entschlossen, das zu einer riesigen Verschwendung Eures schmutzigen Geldes zu machen""."
Both the US authorities and the Mexican security forces are engaged in an ongoing battle against the drug cartels.,Sowohl die US-Behörden als auch die mexikanischen Sicherheitskräfte befinden sich in einem Dauer-Kampf gegen die Drogenkartelle.
